COUNTRY,ISO3,WHO_REGION,DATA_SOURCE,DATE_UPDATED,TOTAL_VACCINATIONS,PERSONS_VACCINATED_1PLUS_DOSE,TOTAL_VACCINATIONS_PER100,PERSONS_VACCINATED_1PLUS_DOSE_PER100,PERSONS_FULLY_VACCINATED,PERSONS_FULLY_VACCINATED_PER100,VACCINES_USED,FIRST_VACCINE_DATE,NUMBER_VACCINES_TYPES_USED
Falkland Islands (Malvinas),FLK,AMRO,OWID,2021-04-14,4407,2632.0,126.529,75.567,1775.0,50.962,AstraZeneca - AZD1222,,1.0
Saint Helena,SHN,AFRO,OWID,2021-05-05,7892,4361.0,129.995,71.833,3531.0,58.162,AstraZeneca - AZD1222,,1.0
Faroe Islands,FRO,EURO,OWID,2021-11-05,78347,40205.0,160.334,82.278,38142.0,78.056,"Moderna - mRNA-1273, Pfizer BioNTech - Comirnaty",,2.0
Greenland,GRL,EURO,OWID,2021-12-15,78240,40385.0,137.814,71.135,37855.0,66.679,Moderna - mRNA-1273,,1.0
Jersey,JEY,EURO,OWID,2021-12-12,196865,80602.0,182.627,74.773,76133.0,70.627,"Moderna - mRNA-1273, AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,3.0
Guernsey,GGY,EURO,OWID,2021-12-14,106109,,164.592,,,,"Moderna - mRNA-1273, AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,3.0
Liechtenstein,LIE,OTHER,OWID,2021-12-16,59189,26001.0,152.758,67.105,25481.0,65.763,"Moderna - mRNA-1273, Pfizer BioNTech - Comirnaty",,2.0
Gibraltar,GIB,EURO,OWID,2021-12-18,107273,41144.0,318.403,122.122,40026.0,118.803,Pfizer BioNTech - Comirnaty,,1.0
Isle of Man,IMN,EURO,OWID,2021-12-18,133634,68539.0,157.157,80.604,65095.0,76.554,"Moderna - mRNA-1273, AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,3.0
Philippines,PHL,WPRO,REPORTING,2021-12-02,90259621,56110301.0,82.368,51.204,37353438.0,34.087,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Julphar - Hayat-Vax,Moderna - Spikevax,Novavax - Covavax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-03-01,10.0
Nigeria,NGA,AFRO,REPORTING,2021-12-20,12971729,8811055.0,6.293,4.274,4153915.0,2.015,SII - Covishield,2021-03-05,1.0
Oman,OMN,EMRO,REPORTING,2021-12-19,6046310,3121257.0,118.401,61.122,2890827.0,56.609,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2020-12-29,5.0
Curaçao,CUW,AMRO,REPORTING,2021-12-17,202135,103606.0,123.183,63.139,96166.0,58.605,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-02-24,3.0
Niue,NIU,WPRO,REPORTING,2021-08-02,2352,1202.0,145.365,74.289,1150.0,71.075,Pfizer BioNTech - Comirnaty,2021-06-08,1.0
Viet Nam,VNM,WPRO,REPORTING,2021-12-09,131033342,74647961.0,134.616,76.689,56385381.0,57.927,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,CIGB - CIGB-66,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-03-08,6.0
Seychelles,SYC,AFRO,REPORTING,2021-12-17,183332,82323.0,186.413,83.707,78238.0,79.553,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Julphar - Hayat-Vax,SII - Covishield",2021-01-10,4.0
Thailand,THA,SEARO,REPORTING,2021-12-04,91549177,49129722.0,131.159,70.386,42419455.0,60.773,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-28,7.0
Panama,PAN,AMRO,REPORTING,2021-12-17,6156520,3114713.0,142.685,72.187,2792463.0,64.719,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",2021-01-20,2.0
