COUNTRY,ISO3,WHO_REGION,DATA_SOURCE,DATE_UPDATED,TOTAL_VACCINATIONS,PERSONS_VACCINATED_1PLUS_DOSE,TOTAL_VACCINATIONS_PER100,PERSONS_VACCINATED_1PLUS_DOSE_PER100,PERSONS_FULLY_VACCINATED,PERSONS_FULLY_VACCINATED_PER100,VACCINES_USED,FIRST_VACCINE_DATE,NUMBER_VACCINES_TYPES_USED
Bahamas,BHS,AMRO,REPORTING,2021-12-03,280176,151709.0,71.247,38.579,138266.0,35.16,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-14,4.0
Bahrain,BHR,EMRO,REPORTING,2021-12-08,3013291,1191497.0,177.088,70.023,1163885.0,68.4,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2020-11-04,8.0
Bangladesh,BGD,SEARO,REPORTING,2021-12-07,105277826,65618894.0,63.925,39.844,39658932.0,24.081,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-01-27,8.0
Barbados,BRB,AMRO,REPORTING,2021-12-03,290658,153670.0,101.142,53.474,136988.0,47.669,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-10,4.0
Belarus,BLR,EURO,REPORTING,2021-12-05,6677937,3812391.0,70.7,40.346,2865546.0,30.325,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac",2021-02-03,2.0
Belgium,BEL,EURO,REPORTING,2021-12-05,19254472,8847306.0,167.1,76.783,8293216.0,75.597,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0
Belize,BLZ,AMRO,REPORTING,2021-12-03,412002,228517.0,103.615,57.47,195230.0,49.099,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-01,5.0
Benin,BEN,AFRO,REPORTING,2021-12-09,1144390,1087430.0,9.44,8.97,877113.0,7.235,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-29,5.0
Bermuda,BMU,AMRO,REPORTING,2021-12-03,90750,45799.0,145.729,73.546,44951.0,72.184,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",2021-01-11,2.0
Bhutan,BTN,SEARO,REPORTING,2021-12-05,1154093,589482.0,149.57,76.397,564611.0,73.173,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-27,5.0
Bolivia (Plurinational State of),BOL,AMRO,REPORTING,2021-12-03,8758406,5149611.0,75.031,44.115,4219878.0,36.151,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-01-30,5.0
Bonaire,XAA,AMRO,REPORTING,2021-12-03,32084,16995.0,153.402,81.257,15089.0,72.144,,,
"Bonaire, Sint Eustatius and Saba",BES,AMRO,REPORTING,2021-04-09,7391,5726.0,28.441,22.034,2965.0,11.41,"Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-02-22,2.0
Bosnia and Herzegovina,BIH,EURO,REPORTING,2021-11-04,1553874,833233.0,47.4,25.397,720631.0,21.965,"AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty, Sinovac - CoronaVac, Gamaleya - Sputnik V",,4.0
Botswana,BWA,AFRO,REPORTING,2021-12-02,1061210,1061210.0,45.127,45.127,960331.0,40.837,"Bharat - Covaxin,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-26,6.0
Brazil,BRA,AMRO,REPORTING,2021-12-03,312827402,159191203.0,147.172,74.893,139521777.0,65.639,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-01-17,5.0
British Virgin Islands,VGB,AMRO,REPORTING,2021-12-03,34992,18288.0,115.726,60.482,16704.0,55.244,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S",2021-02-11,2.0
Brunei Darussalam,BRN,WPRO,REPORTING,2021-11-26,757477,401948.0,173.146,91.878,341644.0,78.094,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-04-03,5.0
Bulgaria,BGR,EURO,REPORTING,2021-12-05,3404130,1904143.0,49.0,27.392,1373171.0,25.949,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0
Burkina Faso,BFA,AFRO,REPORTING,2021-12-06,512972,459795.0,2.454,2.2,334172.0,1.599,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-06-02,3.0
Burundi,BDI,AFRO,REPORTING,2021-12-09,3396,2259.0,0.029,0.019,1472.0,0.012,Beijing CNBG - BBIBP-CorV,2021-10-18,1.0
Cabo Verde,CPV,AFRO,REPORTING,2021-12-03,550192,299770.0,98.958,53.917,250238.0,45.008,"Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-18,4.0
Cambodia,KHM,WPRO,REPORTING,2021-12-03,28908865,14165298.0,172.911,84.726,13437233.0,80.371,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield,Sinovac - CoronaVac",2021-02-10,5.0
Cameroon,CMR,AFRO,REPORTING,2021-12-06,970440,792208.0,3.656,2.984,611800.0,2.305,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-04-12,4.0
Canada,CAN,AMRO,REPORTING,2021-12-03,61432344,30414980.0,162.769,80.586,28958386.0,76.727,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2020-12-14,5.0
Cayman Islands,CYM,AMRO,REPORTING,2021-12-03,125717,58143.0,191.292,88.471,56187.0,85.495,Pfizer BioNTech - Comirnaty,2021-01-15,1.0
Central African Republic,CAF,AFRO,REPORTING,2021-12-04,436772,375096.0,9.043,7.766,334906.0,6.934,"Bharat - Covaxin,SII - Covishield",2021-03-19,2.0
Chad,TCD,AFRO,REPORTING,2021-12-05,275026,198522.0,1.674,1.209,76504.0,0.466,Beijing CNBG - BBIBP-CorV,2021-06-04,1.0
Chile,CHL,AMRO,REPORTING,2021-12-03,41313356,16888965.0,216.117,88.349,16189202.0,84.688,"AstraZeneca - Vaxzevria,CanSino - Convidecia,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2020-12-21,4.0
China,CHN,WPRO,REPORTING,2021-12-03,2543206400,1240402779.0,172.856,84.307,1089865418.0,74.076,"Anhui ZL - Recombinant,Beijing CNBG - BBIBP-CorV,CanSino - Convidecia,IMB - Inactivated,Pfizer BioNTech - Comirnaty,Shenzhen - LV-SMENP-DC,Sinovac - CoronaVac,Wuhan CNBG - Inactivated",2020-07-22,8.0
Colombia,COL,AMRO,REPORTING,2021-12-03,57886953,36210872.0,113.765,71.165,24884650.0,48.906,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-02-17,5.0
Comoros,COM,AFRO,REPORTING,2021-11-30,523256,281946.0,60.172,32.422,241310.0,27.75,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,SII - Covishield",2021-04-10,3.0
Congo,COG,AFRO,REPORTING,2021-12-04,683571,550142.0,12.388,9.97,512017.0,9.279,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,SII - Covishield",2021-03-23,4.0
Cook Islands,COK,WPRO,REPORTING,2021-12-06,25339,12841.0,144.267,73.11,12498.0,71.157,Pfizer BioNTech - Comirnaty,2021-05-17,1.0
Costa Rica,CRI,AMRO,REPORTING,2021-12-03,7137983,3887480.0,140.122,76.313,3215091.0,63.114,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",2020-12-24,2.0
Côte d’Ivoire,CIV,AFRO,REPORTING,2021-12-05,4528780,3120320.0,17.169,11.829,1408460.0,5.339,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-01,5.0
Croatia,HRV,EURO,REPORTING,2021-12-05,4253122,2206838.0,104.8,54.426,1803116.0,48.844,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
Cuba,CUB,AMRO,REPORTING,2021-12-03,28541948,10181265.0,251.99,89.888,9255012.0,81.71,"CIGB - CIGB-66,Finlay - Soberana Plus,Finlay - Soberana-02",,3.0
Curaçao,CUW,AMRO,REPORTING,2021-12-03,198229,102964.0,120.803,62.747,95265.0,58.055,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-02-24,3.0
Cyprus,CYP,EURO,REPORTING,2021-12-05,1355225,626943.0,152.6,70.601,581703.0,67.967,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
Czechia,CZE,EURO,REPORTING,2021-12-05,13852879,6694231.0,129.5,62.598,6021160.0,59.987,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
Democratic Republic of the Congo,COD,AFRO,REPORTING,2021-12-07,219768,162994.0,0.245,0.182,68345.0,0.076,SII - Covishield,2021-04-19,1.0
Denmark,DNK,EURO,REPORTING,2021-12-05,10355493,4880609.0,177.8,83.819,4702724.0,81.565,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-16,4.0
Djibouti,DJI,EMRO,REPORTING,2021-11-29,117874,98370.0,11.931,9.956,59848.0,6.057,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-15,6.0
Dominica,DMA,AMRO,REPORTING,2021-12-03,55760,28908.0,77.454,40.155,26852.0,37.299,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-12,4.0
Dominican Republic,DOM,AMRO,REPORTING,2021-12-03,13840602,6881125.0,127.588,63.433,5610578.0,51.72,"AstraZeneca - Vaxzevria,SII - Covishield,Sinovac - CoronaVac",2021-02-16,3.0
Ecuador,ECU,AMRO,REPORTING,2021-12-03,25309620,13796237.0,143.454,78.196,11501793.0,65.192,"AstraZeneca - Vaxzevria,CanSino - Convidecia,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-20,4.0
Egypt,EGY,EMRO,REPORTING,2021-12-06,43976245,27979218.0,42.973,27.341,16827971.0,16.444,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-24,6.0
El Salvador,SLV,AMRO,REPORTING,2021-12-03,9162122,4418275.0,141.256,68.118,4052305.0,62.476,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-17,6.0
Equatorial Guinea,GNQ,AFRO,REPORTING,2021-12-02,446624,247933.0,31.834,17.672,198691.0,14.162,"Beijing CNBG - BBIBP-CorV,Sinovac - CoronaVac",2021-02-12,2.0
Estonia,EST,EURO,REPORTING,2021-12-05,1724778,827305.0,129.8,62.251,703856.0,58.432,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
Eswatini,SWZ,AFRO,REPORTING,2021-12-08,344255,302675.0,29.673,26.089,282886.0,24.383,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-19,3.0
Ethiopia,ETH,AFRO,REPORTING,2021-12-08,10287037,6506893.0,8.948,5.66,3780144.0,3.288,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Janssen - Ad26.COV 2-S,SII - Covishield",2021-03-13,4.0
Falkland Islands (Malvinas),FLK,AMRO,OWID,2021-04-14,4407,2632.0,126.529,75.567,1775.0,50.962,AstraZeneca - AZD1222,,1.0
Faroe Islands,FRO,EURO,OWID,2021-11-05,78347,40205.0,160.334,82.278,38142.0,78.056,"Moderna - mRNA-1273, Pfizer BioNTech - Comirnaty",,2.0
Fiji,FJI,WPRO,REPORTING,2021-12-03,1245234,655857.0,138.908,73.162,589377.0,65.746,"AstraZeneca - Vaxzevria,Moderna - Spikevax,SII - Covishield",2021-03-07,3.0
Finland,FIN,EURO,REPORTING,2021-12-05,8727244,4304590.0,158.0,77.907,4055461.0,73.398,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
France,FRA,EURO,REPORTING,2021-12-05,108887107,52095319.0,161.7,77.384,46428730.0,70.526,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0
French Guiana,GUF,AMRO,REPORTING,2021-12-03,171617,88733.0,57.458,29.708,77801.0,26.048,"Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-13,2.0
French Polynesia,PYF,WPRO,REPORTING,2021-12-03,321000,165041.0,114.272,58.753,155959.0,55.52,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",2021-01-18,2.0
Gabon,GAB,AFRO,REPORTING,2021-12-04,328721,186639.0,14.769,8.386,142082.0,6.384,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty",2021-03-23,3.0
Gambia,GMB,AFRO,REPORTING,2021-12-02,271166,239974.0,11.221,9.93,226037.0,9.353,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-03-10,2.0
Georgia,GEO,EURO,REPORTING,2021-12-05,2043861,1121247.0,51.2,28.107,922614.0,23.128,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-03-17,4.0
Germany,DEU,EURO,REPORTING,2021-12-05,127820557,59876345.0,153.7,71.996,53897378.0,69.013,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
Ghana,GHA,AFRO,REPORTING,2021-12-07,3162666,4332334.0,10.178,13.942,1565507.0,5.038,"Gamaleya - Gam-Covid-Vac,SII - Covishield",2021-03-02,2.0
Gibraltar,GIB,EURO,OWID,2021-12-07,101255,41010.0,300.54,121.724,39870.0,118.34,Pfizer BioNTech - Comirnaty,,1.0
Greece,GRC,EURO,REPORTING,2021-12-05,15004448,7148855.0,140.0,66.696,6148203.0,62.306,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
Greenland,GRL,EURO,OWID,2021-12-07,77821,40274.0,137.076,70.94,37547.0,66.136,Moderna - mRNA-1273,,1.0
Grenada,GRD,AMRO,REPORTING,2021-12-03,75154,40561.0,66.79,36.047,34593.0,30.743,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-15,4.0
Guadeloupe,GLP,AMRO,REPORTING,2021-12-03,272920,136191.0,68.209,34.037,126889.0,31.712,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-08,5.0
Guam,GUM,WPRO,REPORTING,2021-12-07,276082,137181.0,163.58,81.28,124588.0,73.819,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-04,3.0
Guatemala,GTM,AMRO,REPORTING,2021-12-03,10129197,6023553.0,56.539,33.622,4105644.0,22.917,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-25,5.0
Guernsey,GGY,EURO,OWID,2021-11-22,104131,,161.524,,,,"Moderna - mRNA-1273, AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,3.0
Guinea,GIN,AFRO,REPORTING,2021-12-08,2611403,1684683.0,19.885,12.828,926720.0,7.057,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-05,6.0
Guinea-Bissau,GNB,AFRO,REPORTING,2021-12-07,388626,368424.0,19.747,18.721,20202.0,1.027,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-04-02,2.0
Guyana,GUY,AMRO,REPORTING,2021-12-03,682779,402142.0,86.807,51.127,280637.0,35.679,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-11,6.0
Haiti,HTI,AMRO,REPORTING,2021-12-03,178044,114993.0,1.561,1.008,63392.0,0.556,"Janssen - Ad26.COV 2-S,Moderna - Spikevax",,2.0
Honduras,HND,AMRO,REPORTING,2021-12-03,9030824,4927085.0,91.178,49.745,3891577.0,39.291,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-26,6.0
Hungary,HUN,EURO,REPORTING,2021-12-05,14474297,6105079.0,148.2,62.491,5617870.0,59.599,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2020-12-23,7.0
Iceland,ISL,EURO,REPORTING,2021-12-05,666115,284787.0,182.9,78.209,226263.0,76.993,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0
India,IND,SEARO,REPORTING,2021-12-07,1294608045,804768300.0,93.812,58.316,489839745.0,35.496,"Bharat - Covaxin,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,SII - Covishield",2021-01-16,5.0
Indonesia,IDN,SEARO,REPORTING,2021-12-07,243523258,143489448.0,89.032,52.46,100033810.0,36.572,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-13,6.0
Iran (Islamic Republic of),IRN,EMRO,REPORTING,2021-12-04,107074736,57992145.0,127.481,69.044,47968346.0,57.11,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Finlay - Soberana-02,Gamaleya - Gam-Covid-Vac,Shifa - COVIran Barakat",2021-02-09,6.0
Iraq,IRQ,EMRO,REPORTING,2021-12-08,12912613,7880958.0,32.103,19.593,5028072.0,12.501,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty",2021-03-02,4.0
Ireland,IRL,EURO,REPORTING,2021-12-05,8420953,3868206.0,169.6,77.918,3567093.0,76.617,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0
Isle of Man,IMN,EURO,OWID,2021-12-07,133260,68400.0,156.717,80.44,64860.0,76.277,"Moderna - mRNA-1273, AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,3.0
Israel,ISR,EURO,REPORTING,2021-11-21,11998349,6248624.0,138.6,72.192,5749725.0,66.428,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-16,3.0
Italy,ITA,EURO,REPORTING,2021-12-05,98011441,47044460.0,164.3,78.883,42296923.0,73.393,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
Jamaica,JAM,AMRO,REPORTING,2021-12-03,1123483,676710.0,37.941,22.853,516958.0,17.458,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-10,4.0
Japan,JPN,WPRO,REPORTING,2021-12-02,197423151,99861506.0,156.095,78.957,97558098.0,77.135,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Novavax - Covavax,Pfizer BioNTech - Comirnaty",2021-02-17,4.0
Jersey,JEY,EURO,OWID,2021-12-02,187228,79851.0,173.687,74.076,75335.0,69.887,"Moderna - mRNA-1273, AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,3.0
Jordan,JOR,EMRO,REPORTING,2021-12-08,8122926,4199282.0,79.612,41.157,3795860.0,37.203,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-13,6.0
Kazakhstan,KAZ,EURO,REPORTING,2021-12-05,17373619,8888893.0,92.5,47.34,8484726.0,45.188,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty,RIBSP - QazVac,Sinovac - CoronaVac",2021-04-07,5.0
Kenya,KEN,AFRO,REPORTING,2021-12-08,7893165,4776131.0,14.679,8.882,3117034.0,5.797,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-05,5.0
Kiribati,KIR,WPRO,REPORTING,2021-11-19,82167,59492.0,68.788,49.805,22675.0,18.983,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV",2021-05-26,2.0
Kosovo,XKX,EURO,REPORTING,2021-11-28,1614212,853209.0,89.9,47.515,761003.0,42.38,"AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,2.0
Kuwait,KWT,EMRO,REPORTING,2021-12-09,6636245,3314143.0,155.395,77.604,3179881.0,74.46,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-28,5.0
