COUNTRY,ISO3,WHO_REGION,DATA_SOURCE,DATE_UPDATED,TOTAL_VACCINATIONS,PERSONS_VACCINATED_1PLUS_DOSE,TOTAL_VACCINATIONS_PER100,PERSONS_VACCINATED_1PLUS_DOSE_PER100,PERSONS_FULLY_VACCINATED,PERSONS_FULLY_VACCINATED_PER100,VACCINES_USED,FIRST_VACCINE_DATE,NUMBER_VACCINES_TYPES_USED,PERSONS_BOOSTER_ADD_DOSE,PERSONS_BOOSTER_ADD_DOSE_PER100
Aruba,ABW,AMRO,REPORTING,2022-08-05,172787.0,89529.0,161.837,83.855,83258.0,77.982,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",2021-02-17,2.0,,
Australia,AUS,WPRO,REPORTING,2022-07-26,62032927.0,22386084.0,243.267,87.789,21719304.0,85.174,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2021-02-21,5.0,14067925.0,55.169
Austria,AUT,EURO,REPORTING,2022-07-10,18683895.0,6879462.0,209.9,77.387,6973486.0,78.344,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2020-12-30,6.0,5005019.0,56.229
Azerbaijan,AZE,EURO,REPORTING,2022-07-24,13666315.0,5387808.0,134.8,53.139,4860922.0,47.942,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-20,5.0,3417587.0,33.707
Bahamas,BHS,AMRO,REPORTING,2022-08-05,355282.0,171010.0,90.346,43.487,162434.0,41.306,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-14,4.0,31626.0,8.042
Bahrain,BHR,EMRO,REPORTING,2022-08-07,3462975.0,1239565.0,203.516,72.848,1224548.0,71.966,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2020-11-04,11.0,998862.0,58.702
Bangladesh,BGD,SEARO,REPORTING,2022-08-08,291544006.0,129784078.0,177.027,78.805,120785522.0,73.341,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-01-27,8.0,40974406.0,24.88
Barbados,BRB,AMRO,REPORTING,2022-08-05,373247.0,162966.0,129.882,56.708,154033.0,53.6,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-01-08,5.0,56248.0,19.573
Belarus,BLR,EURO,REPORTING,2022-07-10,13394906.0,6437839.0,141.8,68.13,6332753.0,67.018,"Beijing CNBG - BBIBP-CorV,Chumakov - Covi-Vac,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light",2021-02-03,4.0,922998.0,9.768
Belgium,BEL,EURO,REPORTING,2022-07-10,25675331.0,9239836.0,222.8,80.19,9143697.0,79.356,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0,7181513.0,62.326
Belize,BLZ,AMRO,REPORTING,2022-08-05,496542.0,249641.0,124.876,62.783,218586.0,54.972,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-01,5.0,50036.0,12.584
Benin,BEN,AFRO,REPORTING,2022-08-07,3681560.0,3190518.0,30.368,26.317,2690085.0,22.19,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-29,5.0,,
Bermuda,BMU,AMRO,REPORTING,2022-08-05,132042.0,48554.0,212.037,77.97,47657.0,76.529,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",2021-01-11,2.0,31829.0,51.112
Bhutan,BTN,SEARO,REPORTING,2022-07-31,1917605.0,694208.0,248.521,89.969,673485.0,87.283,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-27,5.0,549912.0,71.268
Bolivia (Plurinational State of),BOL,AMRO,REPORTING,2022-08-05,14839729.0,7327729.0,127.128,62.775,6110608.0,52.348,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-01-30,6.0,2019778.0,17.303
Bonaire,XAA,AMRO,REPORTING,2022-08-05,41223.0,17424.0,197.098,83.309,15854.0,75.802,,,,7945.0,37.987
"Bonaire, Sint Eustatius and Saba",BES,AMRO,OWID,2021-09-01,35845.0,19109.0,137.934,73.533,16736.0,64.401,"Moderna - mRNA-1273, Pfizer BioNTech - Comirnaty",,2.0,,
Bosnia and Herzegovina,BIH,EURO,REPORTING,2022-01-29,1924950.0,943394.0,58.7,28.755,846080.0,25.789,"AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty, Sinovac - CoronaVac, Gamaleya - Sputnik V",,4.0,,
Botswana,BWA,AFRO,REPORTING,2022-08-07,2871301.0,1696430.0,122.098,72.139,1512567.0,64.32,"Bharat - Covaxin,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-26,6.0,420133.0,17.866
Brazil,BRA,AMRO,REPORTING,2022-08-05,466262779.0,182313378.0,219.356,85.771,163704143.0,77.016,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-01-17,5.0,107653568.0,50.646
British Virgin Islands,VGB,AMRO,REPORTING,2022-08-05,41346.0,19433.0,136.74,64.269,18187.0,60.148,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S",2021-02-11,2.0,3726.0,12.323
Brunei Darussalam,BRN,WPRO,REPORTING,2022-06-10,1190890.0,445849.0,272.216,101.913,436027.0,99.668,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-04-03,5.0,307711.0,70.337
Bulgaria,BGR,EURO,REPORTING,2022-07-10,4423893.0,2093417.0,63.6,30.115,2064367.0,29.697,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0,766146.0,11.021
Burkina Faso,BFA,AFRO,REPORTING,2022-07-17,3134621.0,2551596.0,14.996,12.207,1640349.0,7.847,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-06-02,3.0,,
Burundi,BDI,AFRO,REPORTING,2022-08-07,19346.0,17474.0,0.163,0.147,16882.0,0.142,Beijing CNBG - BBIBP-CorV,2021-10-18,1.0,12.0,0.0
Cabo Verde,CPV,AFRO,REPORTING,2022-08-07,839348.0,355957.0,150.965,64.023,308044.0,55.405,"Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-18,4.0,409.0,0.074
Cambodia,KHM,WPRO,REPORTING,2022-07-22,41897973.0,15115433.0,250.601,90.409,14427169.0,86.292,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-10,7.0,9655663.0,57.753
Cameroon,CMR,AFRO,REPORTING,2022-07-24,1854436.0,1569870.0,6.986,5.914,1226658.0,4.621,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-04-12,4.0,52011.0,0.196
Canada,CAN,AMRO,REPORTING,2022-08-05,86649876.0,32654429.0,229.584,86.52,31372951.0,83.124,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2020-12-14,5.0,18999267.0,50.34
Cayman Islands,CYM,AMRO,REPORTING,2022-08-05,147628.0,61583.0,224.632,93.705,60034.0,91.348,Pfizer BioNTech - Comirnaty,2021-01-15,1.0,23812.0,36.233
Central African Republic,CAF,AFRO,REPORTING,2022-07-24,1392969.0,1301882.0,28.841,26.955,1245498.0,25.788,"Bharat - Covaxin,SII - Covishield",2021-03-19,2.0,12108.0,0.251
Chad,TCD,AFRO,REPORTING,2022-07-03,2356138.0,2218493.0,14.344,13.506,2093522.0,12.745,Beijing CNBG - BBIBP-CorV,2021-06-04,1.0,0.0,0.0
Chile,CHL,AMRO,REPORTING,2022-08-05,61135448.0,18032210.0,319.81,94.329,17625561.0,92.202,"AstraZeneca - Vaxzevria,CanSino - Convidecia,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2020-12-21,5.0,15399843.0,80.559
China,CHN,WPRO,REPORTING,2022-07-26,3438923503.0,1307361787.0,233.736,88.858,1267081952.0,86.121,"Anhui ZL - Zifivax,Beijing CNBG - BBIBP-CorV,CanSino - Convidecia,IMB - Covidful,Pfizer BioNTech - Comirnaty,Shenzhen - LV-SMENP-DC,Sinovac - CoronaVac,Wuhan CNBG - Inactivated",2020-07-22,8.0,775548089.0,52.712
Colombia,COL,AMRO,REPORTING,2022-08-05,87079477.0,42573293.0,171.137,83.669,36397439.0,71.532,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-02-17,5.0,13470722.0,26.474
Comoros,COM,AFRO,REPORTING,2022-07-31,804403.0,423255.0,92.503,48.672,382032.0,43.932,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,SII - Covishield",2021-04-10,3.0,,
Congo,COG,AFRO,REPORTING,2022-07-31,833210.0,695760.0,15.1,12.609,654119.0,11.854,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,SII - Covishield",2021-03-23,4.0,,
Cook Islands,COK,WPRO,REPORTING,2022-05-10,39612.0,15020.0,225.529,85.516,14676.0,83.557,Pfizer BioNTech - Comirnaty,2021-05-17,1.0,9916.0,56.456
Costa Rica,CRI,AMRO,REPORTING,2022-08-05,11585211.0,4460393.0,227.423,87.56,4186342.0,82.18,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-24,3.0,2456743.0,48.227
Côte d’Ivoire,CIV,AFRO,REPORTING,2022-08-07,17411265.0,10469471.0,66.006,39.69,8369532.0,31.729,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-01,5.0,1085450.0,4.115
Croatia,HRV,EURO,REPORTING,2022-07-10,5260999.0,2314333.0,129.6,57.062,2240975.0,55.221,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2020-12-23,6.0,902234.0,22.233
Cuba,CUB,AMRO,REPORTING,2022-08-05,36678656.0,10685546.0,323.827,94.34,9979390.0,88.106,"CIGB - CIGB-66,Finlay - Soberana Plus,Finlay - Soberana-02",,3.0,7449945.0,65.774
Curaçao,CUW,AMRO,REPORTING,2022-08-05,254977.0,108374.0,155.386,66.044,99726.0,60.774,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-02-24,3.0,46877.0,28.567
Cyprus,CYP,EURO,REPORTING,2022-07-10,1807689.0,665934.0,203.6,74.992,655040.0,73.765,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-23,5.0,481992.0,54.278
Czechia,CZE,EURO,REPORTING,2022-07-10,17667263.0,6959686.0,165.2,65.081,6874066.0,64.28,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-23,5.0,4243861.0,39.685
Democratic Republic of the Congo,COD,AFRO,REPORTING,2022-08-07,4119787.0,3806618.0,4.6,4.25,2471211.0,2.759,SII - Covishield,2021-04-19,1.0,,
Denmark,DNK,EURO,REPORTING,2022-07-10,13208110.0,4824394.0,226.8,82.854,4778706.0,82.069,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2020-12-16,5.0,3651702.0,62.714
Djibouti,DJI,EMRO,REPORTING,2022-07-27,231653.0,211044.0,23.447,21.361,190673.0,19.299,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-15,11.0,,
Dominica,DMA,AMRO,REPORTING,2022-08-05,67431.0,32872.0,93.666,45.661,30566.0,42.458,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-12,5.0,3993.0,5.547
Dominican Republic,DOM,AMRO,REPORTING,2022-08-05,15690732.0,7256093.0,144.643,66.889,6017964.0,55.476,"AstraZeneca - Vaxzevria,SII - Covishield,Sinovac - CoronaVac",2021-02-16,3.0,2416675.0,22.278
Ecuador,ECU,AMRO,REPORTING,2022-08-05,36883610.0,15222916.0,209.055,86.283,14067750.0,79.735,"AstraZeneca - Vaxzevria,CanSino - Convidecia,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-20,4.0,6804792.0,38.569
Egypt,EGY,EMRO,REPORTING,2022-08-07,96161665.0,52066692.0,93.968,50.879,38866849.0,37.98,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-24,10.0,7559210.0,7.387
El Salvador,SLV,AMRO,REPORTING,2022-08-05,11090515.0,4612795.0,170.986,71.117,4316275.0,66.545,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-17,6.0,1781722.0,27.469
Equatorial Guinea,GNQ,AFRO,REPORTING,2022-07-24,488738.0,270109.0,34.836,19.252,214032.0,15.255,"Beijing CNBG - BBIBP-CorV,Sinovac - CoronaVac",2021-02-12,2.0,4597.0,0.328
Eritrea,ERI,AFRO,REPORTING,2022-07-03,,0.0,,0.0,0.0,0.0,,,,,
Estonia,EST,EURO,REPORTING,2022-07-10,2079468.0,842150.0,156.5,63.368,837997.0,63.056,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-23,5.0,463078.0,34.845
Eswatini,SWZ,AFRO,REPORTING,2022-08-07,746363.0,410506.0,64.333,35.383,342088.0,29.486,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-19,3.0,66331.0,5.717
Ethiopia,ETH,AFRO,REPORTING,2022-07-31,52509414.0,43111242.0,45.675,37.5,36707357.0,31.93,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Janssen - Ad26.COV 2-S,SII - Covishield",2021-03-13,4.0,2421781.0,2.107
Falkland Islands (Malvinas),FLK,AMRO,REPORTING,2022-06-21,9390.0,3220.0,269.595,92.449,2976.0,85.444,AstraZeneca - AZD1222,,1.0,2543.0,73.012
Faroe Islands,FRO,EURO,OWID,2022-02-18,103894.0,41715.0,212.614,85.368,40895.0,83.69,"Moderna - mRNA-1273, Pfizer BioNTech - Comirnaty",,2.0,21284.0,43.557
Fiji,FJI,WPRO,REPORTING,2022-07-25,1511879.0,707425.0,168.653,78.914,636149.0,70.964,"AstraZeneca - Vaxzevria,Moderna - Spikevax,SII - Covishield",2021-03-07,3.0,152049.0,16.961
Finland,FIN,EURO,REPORTING,2022-07-10,11874988.0,4535350.0,214.9,82.083,4346920.0,78.673,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2020-12-23,5.0,2992718.0,54.164
France,FRA,EURO,REPORTING,2022-07-10,150577493.0,54483370.0,223.7,80.932,52939775.0,78.639,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2020-12-30,6.0,40308169.0,59.875
French Guiana,GUF,AMRO,REPORTING,2022-08-05,236724.0,99479.0,79.256,33.306,90213.0,30.204,"Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-13,2.0,45179.0,15.126
French Polynesia,PYF,WPRO,REPORTING,2022-05-30,456203.0,188245.0,162.403,67.013,184470.0,65.669,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",2021-01-18,2.0,92575.0,32.956
Gabon,GAB,AFRO,REPORTING,2022-07-10,568751.0,309473.0,25.553,13.904,256802.0,11.538,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty",2021-03-23,3.0,2476.0,0.111
Gambia,GMB,AFRO,REPORTING,2022-08-07,815861.0,452514.0,33.76,18.725,357390.0,14.789,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-03-10,2.0,9007.0,0.373
Georgia,GEO,EURO,REPORTING,2022-07-24,2704816.0,1287586.0,67.8,32.277,1173009.0,29.405,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-03-17,4.0,244221.0,6.122
Germany,DEU,EURO,REPORTING,2022-07-10,183133264.0,64711212.0,220.2,77.809,64769097.0,77.879,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2020-12-23,6.0,51325917.0,61.714
Ghana,GHA,AFRO,REPORTING,2022-07-31,18396070.0,11153112.0,59.203,35.893,8010792.0,25.781,"Gamaleya - Gam-Covid-Vac,SII - Covishield",2021-03-02,2.0,1581895.0,5.091
Gibraltar,GIB,EURO,OWID,2022-04-21,119855.0,42074.0,355.748,124.882,41421.0,122.944,"AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,2.0,36360.0,107.922
Greece,GRC,EURO,REPORTING,2022-07-10,21231600.0,7902815.0,198.1,73.73,7721987.0,72.043,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-23,5.0,5817926.0,54.279
Greenland,GRL,EURO,OWID,2022-03-07,79745.0,41243.0,140.465,72.647,38502.0,67.819,Moderna - mRNA-1273,,1.0,,
Grenada,GRD,AMRO,REPORTING,2022-08-05,89584.0,43899.0,79.614,39.013,38687.0,34.381,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-15,4.0,6998.0,6.219
Guadeloupe,GLP,AMRO,REPORTING,2022-08-05,385712.0,150077.0,96.398,37.508,144196.0,36.038,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-08,6.0,86650.0,21.656
Guam,GUM,WPRO,REPORTING,2022-06-24,359972.0,154062.0,213.285,91.282,139967.0,82.931,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-04,3.0,69028.0,40.899
Guatemala,GTM,AMRO,REPORTING,2022-08-05,18669862.0,8454886.0,104.21,47.193,6568367.0,36.663,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-25,5.0,3319293.0,18.527
Guernsey,GGY,EURO,OWID,2022-07-12,157708.0,,244.63,,,,"Moderna - mRNA-1273, AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,3.0,,
Guinea,GIN,AFRO,REPORTING,2022-08-07,6434120.0,4640906.0,48.993,35.338,2712094.0,20.651,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-05,6.0,31706.0,0.241
Guinea-Bissau,GNB,AFRO,REPORTING,2022-07-10,573125.0,529954.0,29.122,26.929,342389.0,17.398,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-04-02,2.0,745.0,0.038
Guyana,GUY,AMRO,REPORTING,2022-08-05,930101.0,486811.0,118.25,61.892,372251.0,47.327,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-11,7.0,71039.0,9.032
Haiti,HTI,AMRO,REPORTING,2022-08-05,354635.0,249913.0,3.11,2.192,162599.0,1.426,"Janssen - Ad26.COV 2-S,Moderna - Spikevax",,2.0,,
Honduras,HND,AMRO,REPORTING,2022-08-05,14837097.0,6261004.0,149.8,63.213,5493660.0,55.466,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-22,6.0,3082808.0,31.125
Hungary,HUN,EURO,REPORTING,2022-07-10,16418264.0,6348367.0,168.1,64.981,6142534.0,62.874,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2020-12-23,7.0,3848939.0,39.397
Iceland,ISL,EURO,REPORTING,2022-06-26,811285.0,306672.0,222.8,84.22,297147.0,81.604,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0,250993.0,68.929
India,IND,SEARO,REPORTING,2022-08-09,2070189438.0,1021007522.0,150.013,73.986,936566863.0,67.867,"Bharat - Covaxin,Biological E - Corbevax,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,SII - Covishield,SII - Covovax,Zydus - ZyCov-D",2021-01-16,8.0,112615053.0,8.16
Indonesia,IDN,SEARO,REPORTING,2022-08-09,430915083.0,202813315.0,157.542,74.148,170356449.0,62.282,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-13,7.0,57745319.0,21.112
