COUNTRY,ISO3,WHO_REGION,DATA_SOURCE,DATE_UPDATED,TOTAL_VACCINATIONS,PERSONS_VACCINATED_1PLUS_DOSE,TOTAL_VACCINATIONS_PER100,PERSONS_VACCINATED_1PLUS_DOSE_PER100,PERSONS_FULLY_VACCINATED,PERSONS_FULLY_VACCINATED_PER100,VACCINES_USED,FIRST_VACCINE_DATE,NUMBER_VACCINES_TYPES_USED,PERSONS_BOOSTER_ADD_DOSE,PERSONS_BOOSTER_ADD_DOSE_PER100
Azerbaijan,AZE,EURO,REPORTING,2022-05-22,13579820.0,5370979.0,133.9,52.973,4852399.0,47.858,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-20,5.0,3356444.0,33.104
Bahamas,BHS,AMRO,REPORTING,2022-05-20,340866.0,166471.0,86.681,42.333,157964.0,40.169,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-14,4.0,27866.0,7.086
Bahrain,BHR,EMRO,REPORTING,2022-06-01,3444799.0,1236895.0,202.448,72.691,1220655.0,71.737,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2020-11-04,11.0,987249.0,58.02
Bangladesh,BGD,SEARO,REPORTING,2022-05-29,261364230.0,128885746.0,158.701,78.26,117565106.0,71.386,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-01-27,8.0,15039802.0,9.132
Barbados,BRB,AMRO,REPORTING,2022-05-20,362756.0,162174.0,126.231,56.433,152513.0,53.071,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-01-08,5.0,48069.0,16.727
Belarus,BLR,EURO,REPORTING,2022-05-15,12807687.0,6322897.0,135.5,66.914,6063007.0,64.163,"Beijing CNBG - BBIBP-CorV,Chumakov - Covi-Vac,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light",2021-02-03,4.0,712108.0,7.536
Belgium,BEL,EURO,REPORTING,2022-05-22,25321624.0,9231472.0,219.8,80.117,9134090.0,79.272,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0,7139486.0,61.962
Belize,BLZ,AMRO,REPORTING,2022-05-20,475163.0,237502.0,119.499,59.73,211590.0,53.213,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-01,5.0,47164.0,11.861
Benin,BEN,AFRO,REPORTING,2022-05-22,3619590.0,3160654.0,29.857,26.071,2628115.0,21.678,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-29,5.0,,
Bermuda,BMU,AMRO,REPORTING,2022-05-20,131612.0,48554.0,211.347,77.97,47657.0,76.529,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",2021-01-11,2.0,31821.0,51.099
Bhutan,BTN,SEARO,REPORTING,2022-05-29,1908742.0,692775.0,247.372,89.783,672164.0,87.112,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-27,5.0,543803.0,70.477
Bolivia (Plurinational State of),BOL,AMRO,REPORTING,2022-05-20,13770634.0,7196321.0,117.97,61.649,5956809.0,51.031,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-01-30,6.0,1469044.0,12.585
Bonaire,XAA,AMRO,REPORTING,2022-05-20,41250.0,17523.0,197.227,83.782,15841.0,75.74,,,,7886.0,37.705
"Bonaire, Sint Eustatius and Saba",BES,AMRO,REPORTING,2021-04-09,7391.0,5726.0,28.441,22.034,2965.0,11.41,"Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-02-22,2.0,,
Bosnia and Herzegovina,BIH,EURO,REPORTING,2022-01-29,1924950.0,943394.0,58.7,28.755,846080.0,25.789,"AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty, Sinovac - CoronaVac, Gamaleya - Sputnik V",,4.0,,
Botswana,BWA,AFRO,REPORTING,2022-05-22,2330589.0,1486076.0,99.105,63.194,1348663.0,57.35,"Bharat - Covaxin,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-26,6.0,311490.0,13.246
Brazil,BRA,AMRO,REPORTING,2022-05-20,428405492.0,180678802.0,201.546,85.002,162529907.0,76.463,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-01-17,5.0,86864326.0,40.866
British Virgin Islands,VGB,AMRO,REPORTING,2022-05-20,40969.0,19323.0,135.493,63.905,17920.0,59.265,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S",2021-02-11,2.0,3726.0,12.323
Brunei Darussalam,BRN,WPRO,REPORTING,2022-05-20,1162665.0,443113.0,265.765,101.288,421698.0,96.393,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-04-03,5.0,297699.0,68.049
Bulgaria,BGR,EURO,REPORTING,2022-05-22,4396014.0,2089798.0,63.2,30.063,2060502.0,29.641,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0,752369.0,10.823
Burkina Faso,BFA,AFRO,REPORTING,2022-05-22,2938655.0,2440839.0,14.058,11.677,1546170.0,7.397,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-06-02,3.0,,
Burundi,BDI,AFRO,REPORTING,2022-05-22,15311.0,13473.0,0.129,0.113,12895.0,0.108,Beijing CNBG - BBIBP-CorV,2021-10-18,1.0,,
Cabo Verde,CPV,AFRO,REPORTING,2022-05-22,762486.0,355232.0,137.141,63.892,307398.0,55.289,"Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-18,4.0,142.0,0.026
Cambodia,KHM,WPRO,REPORTING,2022-05-20,39658990.0,15017756.0,237.21,89.825,14280965.0,85.418,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-10,7.0,9085668.0,54.343
Cameroon,CMR,AFRO,REPORTING,2022-05-22,1836573.0,1557984.0,6.918,5.869,1214772.0,4.576,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-04-12,4.0,52011.0,0.196
Canada,CAN,AMRO,REPORTING,2022-05-20,82754363.0,32906750.0,219.262,87.188,31217106.0,82.712,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2020-12-14,5.0,18630507.0,49.363
Cayman Islands,CYM,AMRO,REPORTING,2022-05-20,144209.0,60995.0,219.429,92.81,59105.0,89.935,Pfizer BioNTech - Comirnaty,2021-01-15,1.0,23264.0,35.399
Central African Republic,CAF,AFRO,REPORTING,2022-05-22,1185512.0,1092961.0,24.546,22.63,1036577.0,21.462,"Bharat - Covaxin,SII - Covishield",2021-03-19,2.0,,
Chad,TCD,AFRO,REPORTING,2022-05-22,2352921.0,2214232.0,14.324,13.48,2089261.0,12.719,Beijing CNBG - BBIBP-CorV,2021-06-04,1.0,,
Chile,CHL,AMRO,REPORTING,2022-05-20,54782400.0,17940037.0,286.576,93.847,17495948.0,91.524,"AstraZeneca - Vaxzevria,CanSino - Convidecia,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2020-12-21,5.0,14288467.0,74.745
China,CHN,WPRO,REPORTING,2022-05-29,3548122909.0,1331781489.0,241.158,90.518,1320634675.0,89.761,"Anhui ZL - Zifivax,Beijing CNBG - BBIBP-CorV,CanSino - Convidecia,IMB - Covidful,Pfizer BioNTech - Comirnaty,Shenzhen - LV-SMENP-DC,Sinovac - CoronaVac,Wuhan CNBG - Inactivated",2020-07-22,8.0,771331855.0,52.426
Colombia,COL,AMRO,REPORTING,2022-05-20,83585958.0,42215008.0,164.271,82.965,35778117.0,70.315,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-02-17,5.0,12068192.0,23.718
Comoros,COM,AFRO,REPORTING,2022-05-22,642520.0,341302.0,73.887,39.248,301218.0,34.639,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,SII - Covishield",2021-04-10,3.0,,
Congo,COG,AFRO,REPORTING,2022-05-22,830379.0,694925.0,15.048,12.594,653331.0,11.84,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,SII - Covishield",2021-03-23,4.0,,
Cook Islands,COK,WPRO,REPORTING,2022-04-28,39598.0,15004.0,225.45,85.425,14678.0,83.569,Pfizer BioNTech - Comirnaty,2021-05-17,1.0,9916.0,56.456
Costa Rica,CRI,AMRO,REPORTING,2022-05-20,10909597.0,4431502.0,214.161,86.993,4131666.0,81.107,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-24,3.0,2262214.0,44.408
Côte d’Ivoire,CIV,AFRO,REPORTING,2022-05-22,12387947.0,7952458.0,46.963,30.148,5437294.0,20.613,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-01,5.0,87290.0,0.331
Croatia,HRV,EURO,REPORTING,2022-05-22,5249295.0,2312567.0,129.4,57.019,2238682.0,55.165,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2020-12-23,6.0,894831.0,22.05
Cuba,CUB,AMRO,REPORTING,2022-05-20,36373585.0,10665643.0,321.134,94.164,9959119.0,87.927,"CIGB - CIGB-66,Finlay - Soberana Plus,Finlay - Soberana-02",,3.0,7193870.0,63.513
Curaçao,CUW,AMRO,REPORTING,2022-05-20,252440.0,108068.0,153.84,65.858,99232.0,60.473,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-02-24,3.0,45140.0,27.509
Cyprus,CYP,EURO,REPORTING,2022-05-15,1779620.0,663544.0,200.4,74.723,659672.0,74.287,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-23,5.0,462922.0,52.131
Czechia,CZE,EURO,REPORTING,2022-05-15,17593444.0,6954375.0,164.5,65.031,6865536.0,64.2,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-23,5.0,4183452.0,39.12
Democratic Republic of the Congo,COD,AFRO,REPORTING,2022-05-22,2431360.0,1895885.0,2.715,2.117,1189412.0,1.328,SII - Covishield,2021-04-19,1.0,,
Denmark,DNK,EURO,REPORTING,2022-05-22,13204905.0,4831421.0,226.8,82.975,4783959.0,82.16,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2020-12-16,5.0,3636332.0,62.45
Djibouti,DJI,EMRO,REPORTING,2022-05-29,196516.0,175939.0,19.89,17.808,135884.0,13.753,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-15,11.0,,
Dominica,DMA,AMRO,REPORTING,2022-05-20,66558.0,32659.0,92.453,45.365,30253.0,42.023,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-12,4.0,3646.0,5.065
Dominican Republic,DOM,AMRO,REPORTING,2022-05-20,15526179.0,7214928.0,143.126,66.51,5973542.0,55.066,"AstraZeneca - Vaxzevria,SII - Covishield,Sinovac - CoronaVac",2021-02-16,3.0,2337709.0,21.55
Ecuador,ECU,AMRO,REPORTING,2022-05-20,34927182.0,15155372.0,197.966,85.9,13956857.0,79.107,"AstraZeneca - Vaxzevria,CanSino - Convidecia,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-20,4.0,6099728.0,34.573
Egypt,EGY,EMRO,REPORTING,2022-05-30,85265369.0,47851408.0,83.32,46.76,35333851.0,34.528,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-24,10.0,3589217.0,3.507
El Salvador,SLV,AMRO,REPORTING,2022-05-20,10681219.0,4581820.0,164.676,70.639,4287524.0,66.102,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-17,6.0,1611104.0,24.839
Equatorial Guinea,GNQ,AFRO,REPORTING,2022-05-22,480000.0,265505.0,34.213,18.924,214486.0,15.288,"Beijing CNBG - BBIBP-CorV,Sinovac - CoronaVac",2021-02-12,2.0,3044.0,0.217
Estonia,EST,EURO,REPORTING,2022-05-15,2070352.0,841358.0,155.8,63.309,836879.0,62.972,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-23,5.0,456358.0,34.339
Eswatini,SWZ,AFRO,REPORTING,2022-05-22,535393.0,387468.0,46.148,33.398,336066.0,28.967,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-19,3.0,,
Ethiopia,ETH,AFRO,REPORTING,2022-05-22,29373478.0,24769870.0,25.55,21.546,21291403.0,18.52,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Janssen - Ad26.COV 2-S,SII - Covishield",2021-03-13,4.0,346411.0,0.301
Falkland Islands (Malvinas),FLK,AMRO,OWID,2021-04-14,4407.0,2632.0,126.529,75.567,1775.0,50.962,AstraZeneca - AZD1222,,1.0,,
Faroe Islands,FRO,EURO,OWID,2022-02-18,103894.0,41715.0,212.614,85.368,40895.0,83.69,"Moderna - mRNA-1273, Pfizer BioNTech - Comirnaty",,2.0,21284.0,43.557
Fiji,FJI,WPRO,REPORTING,2022-05-30,1469702.0,705891.0,163.948,78.743,634301.0,70.757,"AstraZeneca - Vaxzevria,Moderna - Spikevax,SII - Covishield",2021-03-07,3.0,129510.0,14.447
Finland,FIN,EURO,REPORTING,2022-05-22,11813243.0,4529777.0,213.8,81.983,4337134.0,78.496,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2020-12-23,5.0,2946332.0,53.324
France,FRA,EURO,REPORTING,2022-05-15,147595541.0,54371151.0,219.2,80.765,52773976.0,78.392,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2020-12-30,6.0,39817965.0,59.147
French Guiana,GUF,AMRO,REPORTING,2022-05-20,229956.0,98120.0,76.99,32.851,88826.0,29.739,"Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-13,2.0,42374.0,14.187
French Polynesia,PYF,WPRO,REPORTING,2022-04-29,,186797.0,,66.498,,,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",2021-01-18,2.0,,
Gabon,GAB,AFRO,REPORTING,2022-05-22,558456.0,308235.0,25.091,13.849,255914.0,11.498,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty",2021-03-23,3.0,2134.0,0.096
Gambia,GMB,AFRO,REPORTING,2022-05-22,720000.0,449464.0,29.793,18.599,354340.0,14.662,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-03-10,2.0,9007.0,0.373
Georgia,GEO,EURO,REPORTING,2022-05-22,2685459.0,1281508.0,67.3,32.125,1166039.0,29.23,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-03-17,4.0,237912.0,5.964
Germany,DEU,EURO,REPORTING,2022-05-15,179411634.0,64521804.0,215.7,77.581,64464007.0,77.512,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2020-12-23,6.0,49500821.0,59.52
Ghana,GHA,AFRO,REPORTING,2022-05-22,16122862.0,9793160.0,51.887,31.517,6329702.0,20.37,"Gamaleya - Gam-Covid-Vac,SII - Covishield",2021-03-02,2.0,537380.0,1.729
Gibraltar,GIB,EURO,OWID,2022-04-21,119855.0,42074.0,355.748,124.882,41421.0,122.944,"AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,2.0,36360.0,107.922
Greece,GRC,EURO,REPORTING,2022-05-15,21043225.0,7896163.0,196.3,73.668,7710256.0,71.934,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-23,5.0,5771133.0,53.842
Greenland,GRL,EURO,OWID,2022-03-07,79745.0,41243.0,140.465,72.647,38502.0,67.819,Moderna - mRNA-1273,,1.0,,
Grenada,GRD,AMRO,REPORTING,2022-05-20,88384.0,43557.0,78.547,38.709,38322.0,34.057,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-15,4.0,6505.0,5.781
Guadeloupe,GLP,AMRO,REPORTING,2022-05-20,376479.0,148707.0,94.091,37.165,142786.0,35.685,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-08,6.0,83707.0,20.92
Guam,GUM,WPRO,REPORTING,2022-05-12,349073.0,154519.0,206.827,91.553,140525.0,83.262,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-04,3.0,61789.0,36.61
Guatemala,GTM,AMRO,REPORTING,2022-05-20,17289566.0,8199934.0,96.506,45.77,6190746.0,34.555,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-25,5.0,2844368.0,15.877
Guernsey,GGY,EURO,OWID,2022-06-01,156415.0,,242.624,,,,"Moderna - mRNA-1273, AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,3.0,,
Guinea,GIN,AFRO,REPORTING,2022-05-22,6127699.0,4477740.0,46.66,34.096,2511039.0,19.12,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-05,6.0,,
Guinea-Bissau,GNB,AFRO,REPORTING,2022-05-08,562620.0,519455.0,28.588,26.395,341495.0,17.352,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-04-02,2.0,20.0,0.001
Guyana,GUY,AMRO,REPORTING,2022-05-20,905748.0,476000.0,115.154,60.517,366271.0,46.567,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-11,7.0,63477.0,8.07
Haiti,HTI,AMRO,REPORTING,2022-05-20,280729.0,184969.0,2.462,1.622,129664.0,1.137,"Janssen - Ad26.COV 2-S,Moderna - Spikevax",,2.0,,
Honduras,HND,AMRO,REPORTING,2022-05-20,13927995.0,6031932.0,140.621,60.9,5435396.0,54.877,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-22,6.0,2461042.0,24.847
Hungary,HUN,EURO,REPORTING,2022-05-15,16386713.0,6344842.0,167.7,64.945,6138412.0,62.832,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2020-12-23,7.0,3836052.0,39.265
Iceland,ISL,EURO,REPORTING,2022-05-01,798317.0,306207.0,219.2,84.092,296445.0,81.411,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0,249311.0,68.467
India,IND,SEARO,REPORTING,2022-05-31,1952148948.0,1009858556.0,141.46,73.178,890369719.0,64.519,"Bharat - Covaxin,Biological E - Corbevax,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,SII - Covishield,SII - Covovax,Zydus - ZyCov-D",2021-01-16,8.0,51920673.0,3.762
Indonesia,IDN,SEARO,REPORTING,2022-05-31,413361190.0,200267408.0,151.124,73.218,167420810.0,61.209,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-13,7.0,45672972.0,16.698
