COUNTRY,ISO3,WHO_REGION,DATA_SOURCE,DATE_UPDATED,TOTAL_VACCINATIONS,PERSONS_VACCINATED_1PLUS_DOSE,TOTAL_VACCINATIONS_PER100,PERSONS_VACCINATED_1PLUS_DOSE_PER100,PERSONS_FULLY_VACCINATED,PERSONS_FULLY_VACCINATED_PER100,VACCINES_USED,FIRST_VACCINE_DATE,NUMBER_VACCINES_TYPES_USED
Afghanistan,AFG,EMRO,REPORTING,2021-12-12,4491370,3985971.0,11.538,10.239,3658798.0,9.399,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-22,4.0
Albania,ALB,EURO,REPORTING,2021-12-05,2035191,1078520.0,70.7,37.897,956671.0,33.615,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-01-13,5.0
Algeria,DZA,AFRO,REPORTING,2021-11-30,12293060,6875003.0,28.034,15.678,5391232.0,12.294,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,SII - Covishield,Sinovac - CoronaVac",2021-01-30,4.0
American Samoa,ASM,WPRO,REPORTING,2021-12-07,70933,37708.0,128.509,68.315,31477.0,57.027,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-21,3.0
Andorra,AND,EURO,REPORTING,2021-12-05,106428,56095.0,137.7,73.638,50333.0,66.074,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-20,3.0
Angola,AGO,AFRO,REPORTING,2021-12-06,10018061,6737721.0,30.481,20.5,3280340.0,9.981,SII - Covishield,2021-03-10,1.0
Anguilla,AIA,AMRO,REPORTING,2021-12-10,20284,10079.0,135.209,67.184,9223.0,61.478,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",2021-02-05,2.0
Antigua and Barbuda,ATG,AMRO,REPORTING,2021-12-10,119121,61776.0,121.64,63.082,57345.0,58.558,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-19,6.0
Argentina,ARG,AMRO,REPORTING,2021-12-10,70657836,37301736.0,156.337,82.534,30780560.0,68.105,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2020-12-29,7.0
Armenia,ARM,EURO,REPORTING,2021-11-28,1236264,799403.0,41.7,26.977,436861.0,14.743,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Sinovac - CoronaVac",2021-06-16,5.0
Aruba,ABW,AMRO,REPORTING,2021-12-10,162151,83857.0,151.875,78.543,78294.0,73.332,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",2021-02-17,2.0
Australia,AUS,WPRO,REPORTING,2021-12-04,39633360,20099492.0,155.426,78.822,18990458.0,74.473,"AstraZeneca - Vaxzevria,Novavax - Covavax,Pfizer BioNTech - Comirnaty",2021-02-21,3.0
Austria,AUT,EURO,REPORTING,2021-12-05,14516651,6409539.0,163.1,72.009,5564256.0,66.329,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0
Azerbaijan,AZE,EURO,REPORTING,2021-12-05,9528612,5104999.0,94.0,50.349,4423613.0,43.629,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-20,4.0
Bahamas,BHS,AMRO,REPORTING,2021-12-10,288008,154135.0,73.239,39.196,143672.0,36.535,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-14,4.0
Bahrain,BHR,EMRO,REPORTING,2021-12-12,3047351,1192979.0,179.09,70.11,1165797.0,68.513,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2020-11-04,8.0
Bangladesh,BGD,SEARO,REPORTING,2021-12-07,105277826,65618894.0,63.925,39.844,39658932.0,24.081,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-01-27,8.0
Barbados,BRB,AMRO,REPORTING,2021-12-10,293083,154226.0,101.986,53.667,138857.0,48.319,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-10,4.0
Belarus,BLR,EURO,REPORTING,2021-12-05,6677937,3812391.0,70.7,40.346,2865546.0,30.325,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac",2021-02-03,2.0
Belgium,BEL,EURO,REPORTING,2021-12-05,19254472,8847306.0,167.1,76.783,8293216.0,75.597,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0
Belize,BLZ,AMRO,REPORTING,2021-12-10,416878,229107.0,104.841,57.618,196741.0,49.479,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-01,5.0
Benin,BEN,AFRO,REPORTING,2021-12-09,1144390,1087430.0,9.44,8.97,877113.0,7.235,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-29,5.0
Bermuda,BMU,AMRO,REPORTING,2021-12-10,106520,46054.0,171.053,73.955,45029.0,72.309,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",2021-01-11,2.0
Bhutan,BTN,SEARO,REPORTING,2021-12-05,1154093,589482.0,149.57,76.397,564611.0,73.173,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-27,5.0
Bolivia (Plurinational State of),BOL,AMRO,REPORTING,2021-12-10,8890557,5178987.0,76.163,44.367,4291605.0,36.765,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-01-30,5.0
Bonaire,XAA,AMRO,REPORTING,2021-12-10,32222,17044.0,154.062,81.492,15178.0,72.57,,,
"Bonaire, Sint Eustatius and Saba",BES,AMRO,REPORTING,2021-04-09,7391,5726.0,28.441,22.034,2965.0,11.41,"Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-02-22,2.0
Bosnia and Herzegovina,BIH,EURO,REPORTING,2021-11-04,1553874,833233.0,47.4,25.397,720631.0,21.965,"AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty, Sinovac - CoronaVac, Gamaleya - Sputnik V",,4.0
Botswana,BWA,AFRO,REPORTING,2021-12-10,1113560,1113560.0,47.353,47.353,992959.0,42.224,"Bharat - Covaxin,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-26,6.0
Brazil,BRA,AMRO,REPORTING,2021-12-10,315180274,159609213.0,148.279,75.089,140517221.0,66.107,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-01-17,5.0
British Virgin Islands,VGB,AMRO,REPORTING,2021-12-10,34992,18288.0,115.726,60.482,16704.0,55.244,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S",2021-02-11,2.0
Brunei Darussalam,BRN,WPRO,REPORTING,2021-11-26,757477,401948.0,173.146,91.878,341644.0,78.094,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-04-03,5.0
Bulgaria,BGR,EURO,REPORTING,2021-12-05,3404130,1904143.0,49.0,27.392,1373171.0,25.949,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0
Burkina Faso,BFA,AFRO,REPORTING,2021-12-06,512972,459795.0,2.454,2.2,334172.0,1.599,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-06-02,3.0
Burundi,BDI,AFRO,REPORTING,2021-12-12,4010,2812.0,0.034,0.024,2076.0,0.017,Beijing CNBG - BBIBP-CorV,2021-10-18,1.0
Cabo Verde,CPV,AFRO,REPORTING,2021-12-03,550192,299770.0,98.958,53.917,250238.0,45.008,"Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-18,4.0
Cambodia,KHM,WPRO,REPORTING,2021-12-03,28908865,14165298.0,172.911,84.726,13437233.0,80.371,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield,Sinovac - CoronaVac",2021-02-10,5.0
Cameroon,CMR,AFRO,REPORTING,2021-12-06,972360,793725.0,3.663,2.99,613607.0,2.311,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-04-12,4.0
Canada,CAN,AMRO,REPORTING,2021-12-10,62536090,30854816.0,165.693,81.752,29029275.0,76.915,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2020-12-14,5.0
Cayman Islands,CYM,AMRO,REPORTING,2021-12-10,128181,58371.0,195.041,88.818,56486.0,85.949,Pfizer BioNTech - Comirnaty,2021-01-15,1.0
Central African Republic,CAF,AFRO,REPORTING,2021-12-04,436772,375096.0,9.043,7.766,334906.0,6.934,"Bharat - Covaxin,SII - Covishield",2021-03-19,2.0
Chad,TCD,AFRO,REPORTING,2021-12-12,285922,205259.0,1.741,1.25,80663.0,0.491,Beijing CNBG - BBIBP-CorV,2021-06-04,1.0
Chile,CHL,AMRO,REPORTING,2021-12-10,41980081,16959849.0,219.605,88.72,16285511.0,85.192,"AstraZeneca - Vaxzevria,CanSino - Convidecia,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2020-12-21,4.0
China,CHN,WPRO,REPORTING,2021-12-03,2543206400,1240402779.0,172.856,84.307,1089865418.0,74.076,"Anhui ZL - Recombinant,Beijing CNBG - BBIBP-CorV,CanSino - Convidecia,IMB - Inactivated,Pfizer BioNTech - Comirnaty,Shenzhen - LV-SMENP-DC,Sinovac - CoronaVac,Wuhan CNBG - Inactivated",2020-07-22,8.0
Colombia,COL,AMRO,REPORTING,2021-12-10,59615178,36908854.0,117.162,72.537,25649090.0,50.408,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-02-17,5.0
Comoros,COM,AFRO,REPORTING,2021-12-10,527119,282378.0,60.616,32.472,244741.0,28.144,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,SII - Covishield",2021-04-10,3.0
Congo,COG,AFRO,REPORTING,2021-12-04,683571,550142.0,12.388,9.97,512017.0,9.279,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,SII - Covishield",2021-03-23,4.0
Cook Islands,COK,WPRO,REPORTING,2021-12-06,25339,12841.0,144.267,73.11,12498.0,71.157,Pfizer BioNTech - Comirnaty,2021-05-17,1.0
Costa Rica,CRI,AMRO,REPORTING,2021-12-10,7222020,3904671.0,141.772,76.651,3278289.0,64.354,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",2020-12-24,2.0
