COUNTRY,ISO3,WHO_REGION,DATA_SOURCE,DATE_UPDATED,TOTAL_VACCINATIONS,PERSONS_VACCINATED_1PLUS_DOSE,TOTAL_VACCINATIONS_PER100,PERSONS_VACCINATED_1PLUS_DOSE_PER100,PERSONS_FULLY_VACCINATED,PERSONS_FULLY_VACCINATED_PER100,VACCINES_USED,FIRST_VACCINE_DATE,NUMBER_VACCINES_TYPES_USED,PERSONS_BOOSTER_ADD_DOSE,PERSONS_BOOSTER_ADD_DOSE_PER100
Peru,PER,AMRO,REPORTING,2022-05-06,72763716.0,29189570.0,220.684,88.529,27002494.0,81.896,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-02-09,4.0,16316965.0,49.488
Philippines,PHL,WPRO,REPORTING,2022-05-05,147623883.0,73470137.0,134.717,67.046,68956057.0,62.927,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Julphar - Hayat-Vax,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-03-01,11.0,13389430.0,12.219
Pitcairn Islands,PCN,WPRO,REPORTING,2022-02-28,106.0,46.0,212.0,92.0,37.0,74.0,AstraZeneca - Vaxzevria,2021-05-17,1.0,23.0,46.0
Poland,POL,EURO,REPORTING,2022-05-01,54370993.0,22769680.0,143.2,59.986,22473613.0,59.206,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-23,5.0,11918350.0,31.399
Portugal,PRT,EURO,REPORTING,2022-05-01,23821358.0,9701161.0,231.4,94.328,8836199.0,85.822,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2020-12-23,6.0,6406862.0,62.227
Puerto Rico,PRI,AMRO,REPORTING,2022-05-06,7181867.0,3121546.0,251.039,109.112,2654207.0,92.777,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",,3.0,1546840.0,54.069
Qatar,QAT,EMRO,REPORTING,2022-05-10,6769631.0,2611100.0,234.971,90.63,2611100.0,90.63,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",,10.0,1547431.0,53.711
Republic of Korea,KOR,WPRO,REPORTING,2022-05-09,124962801.0,45956689.0,243.739,89.638,44474239.0,86.747,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2021-02-26,5.0,33171116.0,64.7
Republic of Moldova,MDA,EURO,REPORTING,2022-05-01,2174088.0,1090356.0,53.9,27.029,1060647.0,26.293,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-03-03,7.0,324506.0,8.044
Romania,ROU,EURO,REPORTING,2022-05-01,16000304.0,8170257.0,82.8,42.27,8114498.0,41.981,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-27,4.0,1728606.0,8.943
Russian Federation,RUS,EURO,OWID,2022-04-26,165983904.0,80485662.0,113.7,55.152,73293254.0,50.223,"SRCVB - EpiVacCorona, Gamaleya - Sputnik V",,2.0,,
Rwanda,RWA,AFRO,REPORTING,2022-05-08,20141669.0,9005283.0,155.507,69.527,8405309.0,64.895,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-05,7.0,4188208.0,32.336
Saba,XCA,AMRO,REPORTING,2022-05-06,4180.0,1585.0,216.244,81.997,1571.0,81.273,,,,1024.0,52.975
Saint Helena,SHN,AFRO,OWID,2021-05-05,7892.0,4361.0,129.995,71.833,3531.0,58.162,AstraZeneca - AZD1222,,1.0,,
Saint Kitts and Nevis,KNA,AMRO,REPORTING,2022-05-06,58370.0,28403.0,109.735,53.397,26650.0,50.102,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-22,3.0,3317.0,6.236
Saint Lucia,LCA,AMRO,REPORTING,2022-05-06,119786.0,58917.0,65.233,32.085,53583.0,29.18,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-17,5.0,7286.0,3.968
Saint Vincent and the Grenadines,VCT,AMRO,REPORTING,2022-05-06,70310.0,36268.0,63.377,32.692,30437.0,27.436,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-01,5.0,3605.0,3.25
Samoa,WSM,WPRO,REPORTING,2022-04-24,412127.0,188680.0,207.711,95.094,156203.0,78.726,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",2021-04-18,2.0,67244.0,33.891
San Marino,SMR,EURO,REPORTING,2022-05-01,69259.0,26351.0,204.1,76.484,23631.0,68.589,"Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty",2021-02-24,2.0,19277.0,55.952
Sao Tome and Principe,STP,AFRO,REPORTING,2022-05-08,208657.0,113708.0,95.208,51.884,86914.0,39.658,"AstraZeneca - Vaxzevria,SII - Covishield",2021-03-15,2.0,2685.0,1.225
Saudi Arabia,SAU,EMRO,REPORTING,2022-05-10,64649318.0,26470771.0,185.7,76.035,24816030.0,71.282,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-06,10.0,13362517.0,38.383
Senegal,SEN,AFRO,REPORTING,2022-05-08,2469499.0,1465788.0,14.749,8.754,1047236.0,6.254,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-02-23,3.0,7027.0,0.042
Serbia,SRB,EURO,REPORTING,2022-03-27,6696502.0,3386883.0,96.7,48.896,3309619.0,47.781,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,5.0,0.0,0.0
Seychelles,SYC,AFRO,REPORTING,2022-05-08,201121.0,84679.0,204.501,86.102,80457.0,81.809,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Julphar - Hayat-Vax,SII - Covishield",2021-01-10,4.0,36307.0,36.917
Sierra Leone,SLE,AFRO,REPORTING,2022-05-01,2868978.0,1987563.0,35.966,24.916,1315830.0,16.495,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-03-15,2.0,5359.0,0.067
Singapore,SGP,WPRO,REPORTING,2022-05-02,13996595.0,5013097.0,239.244,85.689,4982801.0,85.171,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0,4000697.0,68.384
Sint Eustatius,XBA,AMRO,REPORTING,2022-05-06,3559.0,1588.0,113.38,50.589,1522.0,48.487,,,,449.0,14.304
Sint Maarten,SXM,AMRO,REPORTING,2022-05-06,62043.0,27974.0,144.683,65.235,25970.0,60.562,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-02-22,3.0,8099.0,18.887
Slovakia,SVK,EURO,REPORTING,2022-05-01,7069763.0,2821136.0,129.5,51.689,2770480.0,50.761,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2021-01-06,6.0,1646757.0,30.172
Slovenia,SVN,EURO,REPORTING,2022-05-01,2956156.0,1238708.0,141.0,59.103,1207508.0,57.614,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-23,5.0,645904.0,30.818
Solomon Islands,SLB,WPRO,REPORTING,2022-05-08,431304.0,267871.0,62.791,38.998,161810.0,23.557,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-23,4.0,2976.0,0.433
Somalia,SOM,EMRO,REPORTING,2022-05-08,2677716.0,2200129.0,16.848,13.843,1385138.0,8.715,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-16,11.0,,
South Africa,ZAF,AFRO,REPORTING,2022-05-08,35124794.0,19703742.0,59.224,33.222,17890102.0,30.164,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",2021-02-17,2.0,2836165.0,4.782
South Sudan,SSD,AFRO,REPORTING,2022-05-08,711247.0,663451.0,6.354,5.927,619944.0,5.538,"Janssen - Ad26.COV 2-S,SII - Covishield",2021-04-06,2.0,,
Spain,ESP,EURO,REPORTING,2022-05-01,101296643.0,41180799.0,214.0,87.003,37302187.0,78.809,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0,24794087.0,52.383
Sri Lanka,LKA,SEARO,REPORTING,2022-05-09,39503105.0,17066783.0,184.48,79.702,14464168.0,67.548,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-01-29,6.0,7972154.0,37.23
Sudan,SDN,EMRO,REPORTING,2022-05-01,7096087.0,5929766.0,16.183,13.523,3631390.0,8.282,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-09,11.0,38261.0,0.087
Suriname,SUR,AMRO,REPORTING,2022-05-06,553668.0,267593.0,94.381,45.615,237596.0,40.502,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-23,5.0,48479.0,8.264
Sweden,SWE,EURO,REPORTING,2022-05-01,21331347.0,7550310.0,206.5,73.108,7381438.0,71.473,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2020-12-23,5.0,5310978.0,51.425
Switzerland,CHE,EURO,REPORTING,2022-05-01,16198374.0,6413965.0,187.2,74.529,5995819.0,69.67,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,3.0,3847049.0,44.702
Syrian Arab Republic,SYR,EMRO,REPORTING,2022-05-07,3743771.0,2484582.0,21.392,14.197,1563875.0,8.936,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-04-01,11.0,14011.0,0.08
Tajikistan,TJK,EURO,REPORTING,2022-05-01,12271999.0,5182002.0,128.7,54.332,4959462.0,51.999,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-24,6.0,2130535.0,22.338
Thailand,THA,SEARO,REPORTING,2022-05-09,134171194.0,56221946.0,192.222,80.547,51539030.0,73.838,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-28,7.0,26410218.0,37.837
The United Kingdom,GBR,EURO,REPORTING,2022-05-04,142305640.0,53242209.0,209.6,78.228,49762476.0,73.116,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-21,3.0,,
Timor-Leste,TLS,SEARO,REPORTING,2022-05-10,1496002.0,789433.0,113.467,59.876,637871.0,48.381,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-04-07,4.0,68698.0,5.211
Togo,TGO,AFRO,REPORTING,2022-05-08,3290821.0,2037429.0,39.75,24.61,1557538.0,18.814,SII - Covishield,2021-03-10,1.0,54353.0,0.657
Tokelau,TKL,WPRO,REPORTING,2022-04-21,3538.0,1339.0,262.074,99.185,1337.0,99.037,Pfizer BioNTech - Comirnaty,2021-07-20,1.0,862.0,63.852
Tonga,TON,WPRO,REPORTING,2022-04-28,261560.0,104624.0,247.467,98.987,97151.0,91.916,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",2021-04-14,2.0,59785.0,56.564
Trinidad and Tobago,TTO,AMRO,REPORTING,2022-05-06,1553619.0,747661.0,111.013,53.424,711507.0,50.841,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-17,5.0,151283.0,10.81
Tunisia,TUN,EMRO,REPORTING,2022-05-09,13151111.0,7225647.0,111.275,61.138,6368899.0,53.889,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-03-13,10.0,1243334.0,10.52
Turkey,TUR,EURO,OWID,2022-04-26,147426248.0,57812094.0,174.8,69.523,53025688.0,63.767,"Pfizer BioNTech - Comirnaty, Sinovac - CoronaVac, Turkovac",,3.0,,
Turkmenistan,TKM,EURO,REPORTING,2022-03-06,7140000.0,2970000.0,118.4,49.244,2920000.0,48.415,"Anhui ZL - Zifivax,AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,RIBSP - QazVac,SRCVB - EpiVacCorona,Unknown Vaccine",2021-02-24,7.0,1250000.0,20.726
Turks and Caicos Islands,TCA,AMRO,REPORTING,2022-05-06,68800.0,31491.0,177.695,81.334,29458.0,76.083,Pfizer BioNTech - Comirnaty,2021-01-11,1.0,7851.0,20.277
Tuvalu,TUV,WPRO,REPORTING,2022-04-05,12528.0,6368.0,106.242,54.003,6160.0,52.239,AstraZeneca - Vaxzevria,2021-04-13,1.0,,
Uganda,UGA,AFRO,REPORTING,2022-05-08,20899440.0,15686085.0,45.691,34.293,10568519.0,23.105,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-10,5.0,65835.0,0.144
Ukraine,UKR,EURO,REPORTING,2022-02-27,31668577.0,15774300.0,72.4,36.069,15153577.0,34.65,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-24,6.0,741197.0,1.695
United Arab Emirates,ARE,EMRO,REPORTING,2022-05-10,24757900.0,9991089.0,250.322,101.018,9763292.0,98.715,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",,11.0,5003519.0,50.59
United Republic of Tanzania,TZA,AFRO,REPORTING,2022-05-01,7280582.0,6483895.0,12.188,10.855,3467885.0,5.806,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",2021-07-28,3.0,,
United States of America,USA,AMRO,REPORTING,2022-05-06,570102931.0,270336718.0,172.235,81.672,217410632.0,65.682,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-14,3.0,99432938.0,30.04
Uruguay,URY,AMRO,REPORTING,2022-05-06,8186727.0,2984761.0,235.675,85.924,2864925.0,82.474,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-02-27,3.0,2337041.0,67.278
Uzbekistan,UZB,EURO,REPORTING,2022-04-24,48286000.0,19169443.0,144.3,57.275,14551774.0,43.478,"Anhui ZL - Zifivax,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-04-28,7.0,4571851.0,13.66
Vanuatu,VUT,WPRO,REPORTING,2022-04-03,242178.0,132941.0,78.848,43.283,118158.0,38.47,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S",2021-06-02,3.0,10610.0,3.454
Venezuela (Bolivarian Republic of),VEN,AMRO,REPORTING,2022-05-06,37860994.0,22157232.0,133.145,77.92,14287370.0,50.244,"Beijing CNBG - BBIBP-CorV,CIGB - CIGB-66,Finlay - Soberana-02,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Sinovac - CoronaVac",2021-02-22,6.0,651502.0,2.291
Viet Nam,VNM,WPRO,REPORTING,2022-05-05,215350776.0,82077999.0,221.239,84.322,77122937.0,79.232,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,CIGB - CIGB-66,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-03-08,6.0,15320992.0,15.74
Wallis and Futuna,WLF,WPRO,REPORTING,2022-04-14,16426.0,6592.0,146.061,58.616,6633.0,58.981,Moderna - Spikevax,2021-03-19,1.0,3201.0,28.463
Yemen,YEM,EMRO,REPORTING,2022-04-19,821853.0,656957.0,2.755,2.203,418785.0,1.404,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-04-20,11.0,,
Zambia,ZMB,AFRO,REPORTING,2022-05-08,3750417.0,3240892.0,20.4,17.629,2333446.0,12.693,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-04-14,3.0,95513.0,0.52
Zimbabwe,ZWE,AFRO,REPORTING,2022-05-08,10350000.0,5894358.0,69.636,39.658,3776489.0,25.409,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Gamaleya - Gam-Covid-Vac,Sinovac - CoronaVac",2021-02-18,4.0,628615.0,4.229
