COUNTRY,ISO3,WHO_REGION,DATA_SOURCE,DATE_UPDATED,TOTAL_VACCINATIONS,PERSONS_VACCINATED_1PLUS_DOSE,TOTAL_VACCINATIONS_PER100,PERSONS_VACCINATED_1PLUS_DOSE_PER100,PERSONS_FULLY_VACCINATED,PERSONS_FULLY_VACCINATED_PER100,VACCINES_USED,FIRST_VACCINE_DATE,NUMBER_VACCINES_TYPES_USED
Fiji,FJI,WPRO,REPORTING,2022-01-08,1275172,663598.0,142.248,74.026,611574.0,68.222,"AstraZeneca - Vaxzevria,Moderna - Spikevax,SII - Covishield",2021-03-07,3.0
Canada,CAN,AMRO,REPORTING,2022-01-14,72568169,31840876.0,192.274,84.364,29472327.0,78.089,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2020-12-14,5.0
Belize,BLZ,AMRO,REPORTING,2022-01-14,435465,231511.0,109.516,58.223,201372.0,50.643,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-01,5.0
Sint Eustatius,XBA,AMRO,REPORTING,2022-01-14,3110,1588.0,99.076,50.589,1522.0,48.487,,,
Bonaire,XAA,AMRO,REPORTING,2022-01-14,32664,17243.0,156.175,82.443,15421.0,73.732,,,
Democratic Republic of the Congo,COD,AFRO,REPORTING,2022-01-13,386592,307807.0,0.432,0.344,160327.0,0.179,SII - Covishield,2021-04-19,1.0
Montserrat,MSR,AMRO,REPORTING,2022-01-14,3447,1751.0,68.954,35.027,1488.0,29.766,AstraZeneca - Vaxzevria,2021-02-08,1.0
Mali,MLI,AFRO,REPORTING,2022-01-16,1335734,988412.0,6.596,4.881,586186.0,2.895,SII - Covishield,2021-03-31,1.0
Malawi,MWI,AFRO,REPORTING,2021-12-29,1740820,1382940.0,9.1,7.229,687294.0,3.593,"Janssen - Ad26.COV 2-S,SII - Covishield",2021-03-11,2.0
Bhutan,BTN,SEARO,REPORTING,2022-01-02,1161581,592564.0,150.54,76.796,569017.0,73.744,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-27,5.0
Madagascar,MDG,AFRO,REPORTING,2022-01-05,971426,817386.0,3.508,2.952,767113.0,2.77,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-05-10,3.0
Jamaica,JAM,AMRO,REPORTING,2022-01-14,1251085,727082.0,42.25,24.554,589580.0,19.91,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-10,5.0
Mauritius,MUS,AFRO,REPORTING,2021-12-28,2036896,947513.0,160.163,74.504,909900.0,71.546,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,SII - Covishield",2021-01-26,3.0
Kuwait,KWT,EMRO,REPORTING,2022-01-17,7198089,3352444.0,168.551,78.501,3238463.0,75.832,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-28,5.0
Ecuador,ECU,AMRO,REPORTING,2022-01-14,28635431,14434196.0,162.304,81.812,12992140.0,73.639,"AstraZeneca - Vaxzevria,CanSino - Convidecia,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-20,4.0
Venezuela (Bolivarian Republic of),VEN,AMRO,REPORTING,2022-01-14,30049714,18393519.0,105.675,64.684,11608305.0,40.823,"Beijing CNBG - BBIBP-CorV,CIGB - CIGB-66,Finlay - Soberana-02,Gamaleya - Gam-Covid-Vac,Sinovac - CoronaVac",2021-02-22,5.0
Nauru,NRU,WPRO,REPORTING,2021-12-31,15128,7764.0,139.634,71.663,7364.0,67.971,"AstraZeneca - Vaxzevria,SII - Covishield",2021-04-09,2.0
South Sudan,SSD,AFRO,REPORTING,2022-01-15,297108,253049.0,2.654,2.261,207428.0,1.853,"Janssen - Ad26.COV 2-S,SII - Covishield",2021-04-06,2.0
Honduras,HND,AMRO,REPORTING,2022-01-14,9922570,5034950.0,100.181,50.834,4381943.0,44.241,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-26,6.0
Bermuda,BMU,AMRO,REPORTING,2022-01-14,115425,46503.0,185.353,74.676,45670.0,73.338,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",2021-01-11,2.0
Equatorial Guinea,GNQ,AFRO,REPORTING,2022-01-13,452572,249215.0,32.258,17.763,203357.0,14.495,"Beijing CNBG - BBIBP-CorV,Sinovac - CoronaVac",2021-02-12,2.0
Republic of Korea,KOR,WPRO,REPORTING,2022-01-10,106910694,44359506.0,208.528,86.523,43030450.0,83.93,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax - Covavax,Pfizer BioNTech - Comirnaty",2021-02-26,5.0
Burkina Faso,BFA,AFRO,REPORTING,2022-01-13,1259250,1169097.0,6.024,5.593,771895.0,3.693,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-06-02,3.0
Bangladesh,BGD,SEARO,REPORTING,2022-01-10,135497508,80327351.0,82.275,48.775,55170157.0,33.5,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-01-27,8.0
Lebanon,LBN,EMRO,REPORTING,2022-01-17,4951680,2530837.0,72.547,37.079,2037903.0,29.857,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty",2021-02-14,4.0
Cook Islands,COK,WPRO,REPORTING,2022-01-10,25601,12971.0,145.758,73.85,12630.0,71.908,Pfizer BioNTech - Comirnaty,2021-05-17,1.0
Colombia,COL,AMRO,REPORTING,2022-01-14,67269813,39009064.0,132.205,76.664,29556927.0,58.088,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-02-17,5.0
New Zealand,NZL,WPRO,REPORTING,2022-01-07,8350602,3979849.0,173.169,82.531,3871097.0,80.276,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Novavax - Covavax,Pfizer BioNTech - Comirnaty",2021-02-19,4.0
Mauritania,MRT,AFRO,REPORTING,2022-01-16,2418040,1442475.0,52.005,31.023,955826.0,20.557,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-03-26,2.0
Somalia,SOM,EMRO,REPORTING,2022-01-16,1610500,1305856.0,10.133,8.216,867137.0,5.456,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield,Sinovac - CoronaVac",2021-03-16,4.0
Nicaragua,NIC,AMRO,REPORTING,2022-01-14,8135930,4995870.0,122.815,75.414,3140060.0,47.4,"AstraZeneca - Vaxzevria,CIGB - CIGB-66,Finlay - Soberana-02,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-02,8.0
Botswana,BWA,AFRO,REPORTING,2021-12-31,1169197,1169197.0,49.719,49.719,1033971.0,43.968,"Bharat - Covaxin,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-26,6.0
Cabo Verde,CPV,AFRO,REPORTING,2022-01-14,611615,321577.0,110.005,57.839,268046.0,48.211,"Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-18,4.0
Burundi,BDI,AFRO,REPORTING,2022-01-13,8400,6400.0,0.071,0.054,6016.0,0.051,Beijing CNBG - BBIBP-CorV,2021-10-18,1.0
India,IND,SEARO,REPORTING,2022-01-11,1535192046,894058813.0,111.245,64.787,641133233.0,46.459,"Bharat - Covaxin,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,SII - Covishield,Zydus - ZyCov-D",2021-01-16,6.0
Mexico,MEX,AMRO,REPORTING,2022-01-14,152755675,82548376.0,118.477,64.024,74500567.0,57.782,"AstraZeneca - Vaxzevria,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2020-12-24,7.0
Ethiopia,ETH,AFRO,REPORTING,2022-01-17,10965479,6935946.0,9.538,6.033,4028524.0,3.504,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Janssen - Ad26.COV 2-S,SII - Covishield",2021-03-13,4.0
Jordan,JOR,EMRO,REPORTING,2022-01-17,8997627,4520817.0,88.185,44.308,4114952.0,40.33,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-13,6.0
Martinique,MTQ,AMRO,REPORTING,2022-01-14,326404,144686.0,86.98,38.556,127804.0,34.057,Pfizer BioNTech - Comirnaty,,1.0
Guinea-Bissau,GNB,AFRO,REPORTING,2022-01-17,415874,391968.0,21.132,19.917,23906.0,1.215,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-04-02,2.0
Saint Lucia,LCA,AMRO,REPORTING,2022-01-14,111683,56296.0,60.821,30.658,50211.0,27.344,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-17,3.0
Guyana,GUY,AMRO,REPORTING,2022-01-14,736511,415611.0,93.638,52.84,301918.0,38.385,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-11,6.0
El Salvador,SLV,AMRO,REPORTING,2022-01-14,9627240,4474290.0,148.426,68.982,4154647.0,64.054,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-17,6.0
Haiti,HTI,AMRO,REPORTING,2022-01-14,202408,127404.0,1.775,1.117,77293.0,0.678,"Janssen - Ad26.COV 2-S,Moderna - Spikevax",,2.0
Uruguay,URY,AMRO,REPORTING,2022-01-14,7116488,2802832.0,204.866,80.687,2682807.0,77.231,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-02-27,3.0
Puerto Rico,PRI,AMRO,REPORTING,2022-01-14,6096921,2934471.0,213.115,102.573,2483986.0,86.827,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",,3.0
Japan,JPN,WPRO,REPORTING,2022-01-06,201168165,101072271.0,159.056,79.914,99343095.0,78.547,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Novavax - Covavax,Pfizer BioNTech - Comirnaty",2021-02-17,4.0
Timor-Leste,TLS,SEARO,REPORTING,2022-01-11,1218471,667277.0,92.417,50.611,551194.0,41.806,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-04-07,4.0
Cayman Islands,CYM,AMRO,REPORTING,2022-01-14,135232,59097.0,205.77,89.922,57585.0,87.622,Pfizer BioNTech - Comirnaty,2021-01-15,1.0
French Polynesia,PYF,WPRO,REPORTING,2022-01-05,330507,174548.0,117.657,62.137,155959.0,55.52,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",2021-01-18,2.0
Syrian Arab Republic,SYR,EMRO,REPORTING,2022-01-03,2925563,2277523.0,16.717,13.014,883478.0,5.048,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,SII - Covishield,Sinovac - CoronaVac",2021-04-01,6.0
French Guiana,GUF,AMRO,REPORTING,2022-01-14,171617,88733.0,57.458,29.708,77801.0,26.048,"Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-13,2.0
Bahamas,BHS,AMRO,REPORTING,2022-01-14,312840,158965.0,79.554,40.424,150372.0,38.239,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-14,4.0
Saudi Arabia,SAU,EMRO,REPORTING,2022-01-17,54082835,25213621.0,155.349,72.424,23478722.0,67.441,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-06,4.0
Maldives,MDV,SEARO,REPORTING,2022-01-09,765223,396982.0,141.565,73.441,368241.0,68.124,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-01,8.0
Qatar,QAT,EMRO,REPORTING,2022-01-17,5447278,,189.072,,,,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
Côte d’Ivoire,CIV,AFRO,REPORTING,2022-01-14,7450983,5155788.0,28.247,19.546,2295195.0,8.701,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-01,5.0
Liberia,LBR,AFRO,REPORTING,2022-01-07,1146910,1018979.0,22.677,20.147,986975.0,19.514,SII - Covishield,2021-04-01,1.0
Algeria,DZA,AFRO,REPORTING,2022-01-09,12906358,7221896.0,29.432,16.469,5763106.0,13.142,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,SII - Covishield,Sinovac - CoronaVac",2021-01-30,4.0
Brunei Darussalam,BRN,WPRO,REPORTING,2022-01-07,922950,406153.0,210.97,92.839,401757.0,91.835,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-04-03,5.0
Mozambique,MOZ,AFRO,REPORTING,2022-01-10,17031660,9643588.0,54.492,30.854,7388072.0,23.638,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-03-08,3.0
British Virgin Islands,VGB,AMRO,REPORTING,2022-01-14,36134,18653.0,119.503,61.689,17119.0,56.616,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S",2021-02-11,2.0
Pakistan,PAK,EMRO,REPORTING,2022-01-16,166837089,101457925.0,75.529,45.931,77332854.0,35.009,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-03,8.0
Anguilla,AIA,AMRO,REPORTING,2022-01-14,21046,10157.0,140.288,67.704,9282.0,61.872,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",2021-02-05,2.0
occupied Palestinian territory,PSE,EMRO,REPORTING,2022-01-10,3425379,2079315.0,67.146,40.76,1530174.0,29.995,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-02-02,8.0
Antigua and Barbuda,ATG,AMRO,REPORTING,2022-01-14,122215,62743.0,124.8,64.07,59472.0,60.73,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-19,6.0
Chad,TCD,AFRO,REPORTING,2022-01-11,355095,245100.0,2.162,1.492,109995.0,0.67,Beijing CNBG - BBIBP-CorV,2021-06-04,1.0
Vanuatu,VUT,WPRO,REPORTING,2021-12-12,152697,102308.0,49.715,33.309,50403.0,16.41,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV",2021-06-02,2.0
Afghanistan,AFG,EMRO,REPORTING,2022-01-17,4985047,4432926.0,12.806,11.387,3832821.0,9.846,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-22,4.0
Gambia,GMB,AFRO,REPORTING,2021-12-28,280797,249364.0,11.619,10.319,235633.0,9.75,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-03-10,2.0
Kenya,KEN,AFRO,REPORTING,2022-01-11,10687619,6103780.0,19.876,11.351,4583839.0,8.525,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-05,5.0
Pitcairn Islands,PCN,WPRO,REPORTING,2021-11-11,74,37.0,148.0,74.0,37.0,74.0,AstraZeneca - Vaxzevria,2021-05-17,1.0
Comoros,COM,AFRO,REPORTING,2021-12-31,581547,335408.0,66.875,38.57,246139.0,28.305,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,SII - Covishield",2021-04-10,3.0
Indonesia,IDN,SEARO,REPORTING,2022-01-11,289096487,171445921.0,105.693,62.68,117650566.0,43.013,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax - Covavax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-13,7.0
Djibouti,DJI,EMRO,REPORTING,2022-01-11,140830,120664.0,14.254,12.213,80781.0,8.176,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-15,6.0
Mongolia,MNG,WPRO,REPORTING,2022-01-07,5366184,2266881.0,163.689,69.148,2166084.0,66.074,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-23,6.0
Grenada,GRD,AMRO,REPORTING,2022-01-14,82423,42052.0,73.25,37.372,36332.0,32.289,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-15,4.0
Aruba,ABW,AMRO,REPORTING,2022-01-14,164536,85184.0,154.109,79.786,79352.0,74.323,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",2021-02-17,2.0
Guinea,GIN,AFRO,REPORTING,2022-01-12,3421103,2128201.0,26.05,16.205,1292902.0,9.845,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-05,6.0
Morocco,MAR,EMRO,REPORTING,2022-01-16,51505974,24710686.0,139.543,66.947,23106382.0,62.601,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",2021-01-28,5.0
Barbados,BRB,AMRO,REPORTING,2022-01-14,302493,157136.0,105.261,54.68,145357.0,50.581,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-10,4.0
Bolivia (Plurinational State of),BOL,AMRO,REPORTING,2022-01-14,10965774,6355622.0,93.941,54.447,4885243.0,41.851,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-01-30,6.0
Trinidad and Tobago,TTO,AMRO,REPORTING,2022-01-14,1447612,725211.0,103.439,51.82,677920.0,48.441,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-17,5.0
Libya,LBY,EMRO,REPORTING,2022-01-16,2910096,1965713.0,42.352,28.608,940217.0,13.683,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-04-11,7.0
Singapore,SGP,WPRO,REPORTING,2022-01-05,11864559,4781888.0,202.801,81.737,4722366.0,80.719,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0
Central African Republic,CAF,AFRO,REPORTING,2022-01-15,587785,514271.0,12.17,10.648,490787.0,10.162,"Bharat - Covaxin,SII - Covishield",2021-03-19,2.0
Congo,COG,AFRO,REPORTING,2021-12-28,758891,622886.0,13.753,11.288,583609.0,10.576,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,SII - Covishield",2021-03-23,4.0
Kiribati,KIR,WPRO,REPORTING,2022-01-04,111686,71152.0,93.501,59.567,40534.0,33.934,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV",2021-05-26,2.0
Iraq,IRQ,EMRO,REPORTING,2022-01-16,15035683,8898519.0,37.381,22.123,6089527.0,15.14,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty",2021-03-02,4.0
Argentina,ARG,AMRO,REPORTING,2022-01-07,78249972,38616516.0,173.136,85.443,33183005.0,73.421,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2020-12-29,7.0
Palau,PLW,WPRO,REPORTING,2021-12-15,35035,18517.0,193.649,102.349,15748.0,87.044,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-03,3.0
Saint Vincent and the Grenadines,VCT,AMRO,REPORTING,2022-01-14,62308,33726.0,56.164,30.4,26892.0,24.24,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-01,5.0
